Chiplet ID,Tile ID,HW Type,Nbank,NW,NB,CM,Clock Frequency (Hz)
C1,T242,Mem Tile,4,1024,320,4,2000000000.0
C1,T244,Mem Tile,4,1024,320,4,2000000000.0
C1,T245,Mem Tile,52,1024,320,4,2000000000.0
C1,T247,Mem Tile,7,1024,320,4,2000000000.0
C1,T248,Mem Tile,26,1024,320,4,2000000000.0
C1,T250,Mem Tile,4,1024,320,4,2000000000.0
C1,T251,Mem Tile,26,1024,320,4,2000000000.0
C1,T253,Mem Tile,4,1024,320,4,2000000000.0
C1,T255,Mem Tile,7,1024,320,4,2000000000.0
C1,T257,Mem Tile,4,1024,320,4,2000000000.0
C1,T258,Mem Tile,4,1024,320,4,2000000000.0
C1,T260,Mem Tile,7,1024,320,4,2000000000.0
C1,T261,Mem Tile,52,1024,320,4,2000000000.0
C1,T263,Mem Tile,4,1024,320,4,2000000000.0
C1,T265,Mem Tile,4,1024,320,4,2000000000.0
C1,T266,Mem Tile,77,1024,320,4,2000000000.0
C1,T268,Mem Tile,10,1024,320,4,2000000000.0
C1,T269,Mem Tile,77,1024,320,4,2000000000.0
C1,T271,Mem Tile,10,1024,320,4,2000000000.0
C1,T273,Mem Tile,10,1024,320,4,2000000000.0
C1,T274,Mem Tile,77,1024,320,4,2000000000.0
C1,T276,Mem Tile,4,1024,320,4,2000000000.0
C1,T278,Mem Tile,4,1024,320,4,2000000000.0
C1,T279,Mem Tile,52,1024,320,4,2000000000.0
C1,T281,Mem Tile,7,1024,320,4,2000000000.0
C1,T282,Mem Tile,26,1024,320,4,2000000000.0
C1,T284,Mem Tile,4,1024,320,4,2000000000.0
C1,T285,Mem Tile,26,1024,320,4,2000000000.0
C1,T287,Mem Tile,4,1024,320,4,2000000000.0
C1,T289,Mem Tile,7,1024,320,4,2000000000.0
C1,T291,Mem Tile,4,1024,320,4,2000000000.0
C1,T292,Mem Tile,4,1024,320,4,2000000000.0
C1,T294,Mem Tile,7,1024,320,4,2000000000.0
C1,T295,Mem Tile,52,1024,320,4,2000000000.0
C1,T297,Mem Tile,4,1024,320,4,2000000000.0
C1,T299,Mem Tile,4,1024,320,4,2000000000.0
C1,T300,Mem Tile,77,1024,320,4,2000000000.0
C1,T302,Mem Tile,10,1024,320,4,2000000000.0
C1,T303,Mem Tile,77,1024,320,4,2000000000.0
C1,T305,Mem Tile,10,1024,320,4,2000000000.0
C1,T307,Mem Tile,10,1024,320,4,2000000000.0
C1,T308,Mem Tile,77,1024,320,4,2000000000.0
C1,T310,Mem Tile,4,1024,320,4,2000000000.0
C1,T312,Mem Tile,4,1024,320,4,2000000000.0
C1,T313,Mem Tile,52,1024,320,4,2000000000.0
C1,T315,Mem Tile,7,1024,320,4,2000000000.0
C1,T316,Mem Tile,26,1024,320,4,2000000000.0
C1,T318,Mem Tile,4,1024,320,4,2000000000.0
C1,T319,Mem Tile,26,1024,320,4,2000000000.0
C1,T321,Mem Tile,4,1024,320,4,2000000000.0
C1,T323,Mem Tile,7,1024,320,4,2000000000.0
C1,T325,Mem Tile,4,1024,320,4,2000000000.0
C1,T326,Mem Tile,4,1024,320,4,2000000000.0
C1,T328,Mem Tile,7,1024,320,4,2000000000.0
C1,T329,Mem Tile,52,1024,320,4,2000000000.0
C1,T331,Mem Tile,4,1024,320,4,2000000000.0
C1,T333,Mem Tile,4,1024,320,4,2000000000.0
C1,T334,Mem Tile,77,1024,320,4,2000000000.0
C1,T336,Mem Tile,10,1024,320,4,2000000000.0
C1,T337,Mem Tile,77,1024,320,4,2000000000.0
C1,T339,Mem Tile,10,1024,320,4,2000000000.0
C1,T341,Mem Tile,10,1024,320,4,2000000000.0
C1,T342,Mem Tile,77,1024,320,4,2000000000.0
C1,T344,Mem Tile,4,1024,320,4,2000000000.0
C1,T346,Mem Tile,4,1024,320,4,2000000000.0
C1,T347,Mem Tile,52,1024,320,4,2000000000.0
C1,T349,Mem Tile,7,1024,320,4,2000000000.0
C1,T350,Mem Tile,26,1024,320,4,2000000000.0
C1,T352,Mem Tile,4,1024,320,4,2000000000.0
C1,T353,Mem Tile,26,1024,320,4,2000000000.0
C1,T355,Mem Tile,4,1024,320,4,2000000000.0
C1,T357,Mem Tile,7,1024,320,4,2000000000.0
C1,T359,Mem Tile,4,1024,320,4,2000000000.0
C1,T360,Mem Tile,4,1024,320,4,2000000000.0
C1,T362,Mem Tile,7,1024,320,4,2000000000.0
C1,T363,Mem Tile,52,1024,320,4,2000000000.0
C1,T365,Mem Tile,4,1024,320,4,2000000000.0
C1,T367,Mem Tile,4,1024,320,4,2000000000.0
C1,T368,Mem Tile,77,1024,320,4,2000000000.0
C1,T370,Mem Tile,10,1024,320,4,2000000000.0
C1,T371,Mem Tile,77,1024,320,4,2000000000.0
C1,T373,Mem Tile,10,1024,320,4,2000000000.0
C1,T375,Mem Tile,10,1024,320,4,2000000000.0
C1,T376,Mem Tile,77,1024,320,4,2000000000.0
C1,T378,Mem Tile,4,1024,320,4,2000000000.0
C1,T380,Mem Tile,4,1024,320,4,2000000000.0
C1,T381,Mem Tile,52,1024,320,4,2000000000.0
C1,T383,Mem Tile,7,1024,320,4,2000000000.0
C1,T384,Mem Tile,26,1024,320,4,2000000000.0
C1,T386,Mem Tile,4,1024,320,4,2000000000.0
C1,T387,Mem Tile,26,1024,320,4,2000000000.0
C1,T389,Mem Tile,4,1024,320,4,2000000000.0
C1,T391,Mem Tile,7,1024,320,4,2000000000.0
C1,T393,Mem Tile,4,1024,320,4,2000000000.0
C1,T394,Mem Tile,4,1024,320,4,2000000000.0
C1,T396,Mem Tile,7,1024,320,4,2000000000.0
C1,T397,Mem Tile,52,1024,320,4,2000000000.0
C1,T399,Mem Tile,4,1024,320,4,2000000000.0
C1,T401,Mem Tile,4,1024,320,4,2000000000.0
C1,T402,Mem Tile,77,1024,320,4,2000000000.0
C1,T404,Mem Tile,10,1024,320,4,2000000000.0
C1,T405,Mem Tile,77,1024,320,4,2000000000.0
C1,T407,Mem Tile,10,1024,320,4,2000000000.0
C1,T409,Mem Tile,10,1024,320,4,2000000000.0
C1,T410,Mem Tile,77,1024,320,4,2000000000.0
C1,T412,Mem Tile,4,1024,320,4,2000000000.0
C1,T414,Mem Tile,4,1024,320,4,2000000000.0
C1,T415,Mem Tile,52,1024,320,4,2000000000.0
C1,T417,Mem Tile,7,1024,320,4,2000000000.0
C1,T418,Mem Tile,26,1024,320,4,2000000000.0
C1,T420,Mem Tile,4,1024,320,4,2000000000.0
C1,T421,Mem Tile,26,1024,320,4,2000000000.0
C1,T423,Mem Tile,4,1024,320,4,2000000000.0
C1,T425,Mem Tile,7,1024,320,4,2000000000.0
C1,T427,Mem Tile,4,1024,320,4,2000000000.0
C1,T428,Mem Tile,4,1024,320,4,2000000000.0
C1,T430,Mem Tile,7,1024,320,4,2000000000.0
